# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
KOI-192 b,Confirmed,0.29,0.09,0.09,0.29,0.09,0.09,1.23,0.21,0.21,10.290994,1.10E-06,1.10E-06,0.091,0.01,0.01,0.57,0,0.57,89.5,0.45,0.45,,2014,10/01/2016,,,,,,,,,,2454970.022,9.00E-05,9.00E-05,,,,,,,,0.09,0.09,,,,29.8,9.1,9.1,1100,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-192,288.2541667,43.70500002,14.5,,,,,1100,150,150,-0.19,0.07,0.07,0.96,0.06,0.06,1.35,0.2,0.2,G2V,7,4,4,5800,70,70,,,
Kepler-1594 b,Confirmed,,,,,,,0.095,0.011,0.023,2.71603809,1.36E-05,1.36E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1594,293.62309,47.961914,,,13.649,13.344,13.322,1100,,,0.03,0.167,0.14,1.06,0.07,0.07,1.08,0.11,0.26,,,,,5946,125.41,94.8,,,
Kepler-1138 b,Confirmed,,,,,,,0.152,0.012,0.021,3.17060005,1.02E-05,1.02E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1138,285.899242,48.307301,,,14.135,13.775,13.754,1101,,,0.04,0.153,0.135,0.95,0.04,0.04,0.92,0.06,0.13,,,,,5582,65.24,62.16,,,
Kepler-941 b,Confirmed,,,,,,,0.275,0.054,0.031,17.42395198,8.30E-05,8.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-941,294.326356,47.217613,,,14.389,13.981,13.864,1105,,,-0.15,0.221,0.177,0.89,0.07,0.06,0.86,0.08,0.1,,,,,5539,104.04,154.02,,,
Kepler-1534 b,Confirmed,,,,,,,0.169,0.013,0.02,5.71668872,2.93E-05,2.93E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1534,292.395391,43.869072,,,14.392,13.956,13.93,1107,,,-0.01,0.167,0.136,0.9,0.05,0.05,0.86,0.06,0.09,,,,,5442,110.47,130.03,,,
Kepler-66 b,Confirmed,0.31,0.07,0.07,,,,0.25,0.006,0.006,17.815815,7.50E-05,7.50E-05,0.1352,0.0017,0.0017,,,,,,,,2013,27/06/2013,,,,,,,,,,2454967.485,0.0025,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-66,293.9833,46.6878,15.3,,,,,1107,90,90,0.012,0.003,0.003,1.038,0.044,0.044,0.966,0.042,0.042,GOV,1,0.17,0.17,5962,79,79,,,
Kepler-67 b,Confirmed,0.31,0.06,0.06,,,,0.26,0.014,0.014,15.7259,0.00011,0.00011,0.1171,0.0015,0.0015,,,,,,,,2013,27/06/2013,,,,,,,,,,2454966.986,0.0048,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-67,294.1542,46.1664,16.4,,,,,1107,90,90,0.012,0.003,0.003,0.865,0.034,0.034,0.778,0.031,0.031,G9V,1,0.17,0.17,5331,63,63,,,
Kepler-1192 b,Confirmed,,,,,,,0.211,0.02,0.021,25.2034787,0.0001278,0.0001278,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1192,282.140566,43.89658,,,14.493,14.1,13.922,1108,,,-0.16,0.199,0.187,0.86,0.07,0.05,0.83,0.07,0.08,,,,,5438,57.17,67.15,,,
Kepler-1131 b,Confirmed,,,,,,,0.142,0.013,0.032,3.53232449,1.27E-05,1.27E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1131,295.651494,49.261295,,,13.794,13.5,13.416,1109,,,0.05,0.174,0.148,1.03,0.06,0.06,1.04,0.1,0.23,,,,,5851,114.89,83.2,,,
Kepler-619 b,Confirmed,,,,,,,0.282,0.028,0.058,5.4042722,5.55E-06,5.55E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-619,290.849058,48.416016,,,13.579,13.263,13.291,1111,,,0.05,0.146,0.136,1.09,0.06,0.07,1.11,0.11,0.23,,,,,5980,113.14,106.44,,,
Kepler-619 c,Confirmed,,,,,,,0.151,0.015,0.035,1.20846503,1.67E-06,1.67E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-619,290.849058,48.416016,,,13.579,13.263,13.291,1111,,,0.05,0.146,0.136,1.09,0.06,0.07,1.11,0.11,0.23,,,,,5980,113.14,106.44,,,
Kepler-1186 b,Confirmed,,,,,,,0.199,0.02,0.032,16.07677615,7.20E-05,7.20E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1186,288.479641,47.101768,,,14.144,13.809,13.672,1112,,,0,0.172,0.138,0.95,0.05,0.04,0.93,0.06,0.15,,,,,5635,72.34,68.42,,,
Kepler-1373 b,Confirmed,,,,,,,0.103,0.017,0.048,1.29123275,6.46E-06,6.46E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1373,285.752049,39.249205,,,13.121,12.853,12.789,1112,,,0.03,0.173,0.125,1.22,0.12,0.2,1.33,0.2,0.62,,,,,6299,170.73,169.62,,,
Kepler-610 b,Confirmed,,,,,,,0.374,0.04,0.103,6.99692655,5.59E-06,5.59E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-610,293.171343,45.065605,,,13.601,13.306,13.267,1113,,,0.12,0.143,0.148,1.1,0.07,0.09,1.13,0.12,0.31,,,,,5943,127.26,91.96,,,
Kepler-610 c,Confirmed,,,,,,,0.294,0.033,0.075,151.86392,0.001118,0.001118,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-610,293.171343,45.065605,,,13.601,13.306,13.267,1113,,,0.12,0.143,0.148,1.1,0.07,0.09,1.13,0.12,0.31,,,,,5943,127.26,91.96,,,
Kepler-1543 b,Confirmed,,,,,,,0.242,0.045,0.108,6.96710269,3.29E-05,3.29E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1543,297.124312,47.037025,,,12.538,12.327,12.291,1114,,,0.07,0.144,0.137,1.39,0.14,0.23,1.65,0.3,0.74,,,,,6561,171.68,148.25,,,
Kepler-872 b,Confirmed,,,,,,,0.178,0.021,0.045,2.57885507,5.17E-06,5.17E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-872,295.417461,43.60564,,,13.794,13.462,13.389,1114,,,0.04,0.163,0.13,1.05,0.08,0.06,1.08,0.13,0.27,,,,,5902,185,123.56,,,
Kepler-618 b,Confirmed,,,,,,,0.232,0.037,0.07,3.59576964,8.82E-06,8.82E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-618,286.249817,48.06094,,,13.67,13.417,13.335,1115,,,0.08,0.147,0.154,1.05,0.05,0.07,1.08,0.11,0.33,,,,,5860,79.66,67.09,,,
Kepler-1392 b,Confirmed,,,,,,,0.175,0.014,0.02,15.1410397,0.0001135,0.0001135,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1392,288.766976,46.394424,,,14.403,14.012,13.939,1117,,,-0.11,0.177,0.159,0.88,0.06,0.05,0.85,0.07,0.09,,,,,5479,80.97,80.63,,,
Kepler-1294 b,Confirmed,,,,,,,0.285,0.028,0.048,115.6862258,0.0008445,0.0008445,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1294,291.268101,44.488194,,,14.021,13.657,13.597,1120,,,-0.03,0.18,0.14,0.99,0.06,0.07,0.97,0.09,0.16,,,,,5776,137.2,152.5,,,
Kepler-1237 b,Confirmed,,,,,,,0.255,0.019,0.035,84.5733226,0.000648,0.000648,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1237,295.629266,44.69062,,,14.326,13.97,13.851,1121,,,0.12,0.158,0.159,0.94,0.04,0.04,0.9,0.06,0.12,,,,,5472,109.1,73.56,,,
Kepler-1497 b,Confirmed,,,,,,,0.148,0.014,0.026,8.74199772,8.62E-05,8.62E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1497,296.19614,45.634331,,,14.134,13.756,13.699,1122,,,0.01,0.172,0.134,0.96,0.06,0.07,0.95,0.08,0.16,,,,,5675,169,159.75,,,
Kepler-830 b,Confirmed,,,,,,,0.152,0.022,0.054,11.29695137,6.30E-05,6.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-830,295.054286,42.756847,,,13.662,13.34,13.269,1122,,,-0.02,0.178,0.139,1.07,0.09,0.12,1.11,0.14,0.31,,,,,6037,209.5,155.85,,,
Kepler-1346 b,Confirmed,,,,,,,0.141,0.019,0.05,3.40165668,1.16E-05,1.16E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1346,291.841308,45.179176,,,13.392,13.093,13.107,1123,,,0.04,0.154,0.135,1.14,0.08,0.15,1.21,0.15,0.43,,,,,6133,160.7,118.39,,,
Kepler-1216 b,Confirmed,,,,,,,0.124,0.01,0.02,4.37034536,1.99E-05,1.99E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1216,287.405321,45.918007,,,13.97,13.643,13.613,1124,,,0.03,0.158,0.14,0.99,0.05,0.04,0.98,0.07,0.15,,,,,5743,77.97,73.65,,,
Kepler-1282 b,Confirmed,,,,,,,0.138,0.01,0.019,2.13194651,6.87E-06,6.87E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1282,290.176173,46.698338,,,14.318,13.941,13.852,1126,,,0.01,0.168,0.137,0.92,0.04,0.04,0.89,0.06,0.11,,,,,5504,78.7,81.08,,,
Kepler-557 b,Confirmed,,,,,,,0.238,0.034,0.071,3.70598955,4.87E-06,4.87E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-557,293.708458,41.615135,,,13.553,13.244,13.153,1126,,,0.02,0.16,0.129,1.11,0.09,0.12,1.16,0.16,0.35,,,,,6068,199.33,151.79,,,
Kepler-717 b,Confirmed,,,,,,,0.216,0.031,0.022,4.40840023,1.49E-05,1.49E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-717,292.965535,43.34639,,,14.43,13.966,13.996,1126,,,-0.12,0.174,0.155,0.88,0.05,0.05,0.85,0.06,0.09,,,,,5485,81.84,120.85,,,
Kepler-1113 b,Confirmed,,,,,,,0.251,0.032,0.101,42.3004954,0.0002092,0.0002092,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1113,289.406695,39.338834,,,13.552,13.292,13.191,1127,,,0.18,0.157,0.146,1.12,0.07,0.13,1.17,0.14,0.47,,,,,5931,109.5,80.28,,,
Kepler-739 b,Confirmed,,,,,,,0.296,0.026,0.044,12.53248465,2.30E-05,2.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-739,290.067985,46.57914,,,14.265,13.878,13.847,1128,,,-0.08,0.19,0.159,0.93,0.06,0.05,0.9,0.07,0.11,,,,,5601,87.84,89.95,,,
Kepler-1306 b,Confirmed,,,,,,,0.17,0.016,0.04,16.29595382,7.40E-05,7.40E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1306,294.478341,46.945862,,,14.052,13.688,13.631,1130,,,0,0.172,0.13,0.98,0.06,0.07,0.97,0.09,0.22,,,,,5727,132.91,140.59,,,
Kepler-1468 b,Confirmed,,,,,,,0.154,0.017,0.037,8.23984869,3.99E-05,3.99E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1468,293.519844,41.277405,,,13.845,13.497,13.458,1130,,,0.03,0.164,0.14,1.04,0.07,0.08,1.05,0.11,0.18,,,,,5893,197.95,162.9,,,
Kepler-1468 c,Confirmed,,,,,,,0.103,0.012,0.022,3.54553021,2.27E-05,2.27E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1468,293.519844,41.277405,,,13.845,13.497,13.458,1130,,,0.03,0.164,0.14,1.04,0.07,0.08,1.05,0.11,0.18,,,,,5893,197.95,162.9,,,
Kepler-1374 b,Confirmed,,,,,,,0.204,0.016,0.018,10.65276707,5.29E-05,5.29E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1374,291.349983,45.172267,,,14.649,14.196,14.129,1135,,,-0.13,0.179,0.16,0.85,0.06,0.05,0.81,0.06,0.06,,,,,5323,85.42,108.36,,,
Kepler-698 b,Confirmed,,,,,,,0.328,0.04,0.04,16.32976218,3.51E-05,3.51E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-698,288.509997,41.301769,,,14.255,13.87,13.799,1135,,,-0.03,0.181,0.142,0.94,0.06,0.05,0.91,0.07,0.11,,,,,5612,116.05,128.36,,,
Kepler-671 b,Confirmed,,,,,,,0.24,0.018,0.044,4.28095859,6.48E-06,6.48E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-671,294.265808,49.314091,,,14.121,13.756,13.769,1139,,,0.08,0.137,0.145,0.97,0.04,0.05,0.95,0.07,0.17,,,,,5624,91.38,74.83,,,
Kepler-1518 b,Confirmed,,,,,,,0.272,0.056,0.082,5.11177904,5.08E-05,5.08E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1518,300.332385,44.986137,,,12.309,12.101,12.058,1140,,,0.06,0.165,0.148,1.54,0.18,0.21,1.88,0.38,0.61,,,,,6846,290.12,320.29,,,
Kepler-75 b,Confirmed,9.9,0.5,0.5,,,,1.03,0.06,0.06,8.884924,2.00E-06,2.00E-06,0.08,0.005,0.005,0.569,0.01,0.01,89.1,1,0.6,,2013,24/02/2016,63.6,1.4,1.4,2455002.841,0.011,0.011,,,,2455002.991,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-889 b,,Kepler-75,291.1375,36.5775,15,,,,,1140,160,250,-0.07,0.15,0.15,0.88,0.06,0.06,0.88,0.04,0.04,G8V,6,3,3,5330,120,120,,,
Kepler-1111 b,Confirmed,,,,,,,0.178,0.023,0.048,8.79617863,2.97E-05,2.97E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1111,295.463372,45.812744,,,13.6,13.293,13.244,1142,,,0.02,0.17,0.136,1.1,0.09,0.13,1.15,0.15,0.31,,,,,6077,199.7,143.77,,,
Kepler-1436 b,Confirmed,,,,,,,0.117,0.016,0.031,9.705716,0.0001638,0.0001638,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1436,297.711565,46.768021,,,13.75,13.428,13.358,1142,,,-0.01,0.179,0.132,1.06,0.08,0.08,1.09,0.14,0.29,,,,,5972,172.48,141.9,,,
Kepler-609 b,Confirmed,,,,,,,0.299,0.039,0.095,6.52121067,8.64E-06,8.64E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-609,292.220313,44.700031,,,13.651,13.353,13.281,1143,,,0.06,0.155,0.143,1.09,0.08,0.09,1.14,0.14,0.35,,,,,5971,171.1,125.14,,,
Kepler-627 b,Confirmed,,,,,,,0.333,0.073,0.143,40.6994443,0.0001783,0.0001783,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-627,292.104279,39.767914,,,12.916,12.657,12.608,1143,,,0.05,0.142,0.126,1.3,0.14,0.21,1.49,0.27,0.64,,,,,6424,213.39,160.13,,,
Kepler-685 b,Confirmed,,,,,,,0.944,0.106,0.273,1.6255222,1.50E-07,1.50E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-685,293.87193,38.422949,,,13.656,13.355,13.307,1145,,,0.15,0.154,0.145,1.11,0.07,0.11,1.16,0.13,0.34,,,,,5963,126.15,94.44,,,
Kepler-863 b,Confirmed,,,,,,,0.259,0.029,0.061,15.59461874,4.29E-05,4.29E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-863,297.664523,43.248962,,,14.206,13.829,13.706,1145,,,-0.03,0.187,0.143,0.96,0.07,0.11,0.95,0.1,0.22,,,,,5678,195.62,317.91,,,
Kepler-897 b,Confirmed,,,,,,,0.213,0.022,0.059,8.0472642,2.94E-05,2.94E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-897,290.586837,51.69582,,,13.89,13.583,13.466,1147,,,0.04,0.156,0.142,1.03,0.07,0.06,1.04,0.11,0.29,,,,,5839,143.96,103.48,,,
Kepler-1364 b,Confirmed,,,,,,,0.192,0.035,0.071,13.32196237,8.11E-05,8.11E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1364,295.152201,49.587605,,,12.346,12.164,12.143,1149,,,0.04,0.148,0.131,1.49,0.14,0.21,1.79,0.31,0.62,,,,,6805,160.28,136.21,,,
CoRoT-12 b,Confirmed,0.917,0.065,0.07,,,,1.44,0.13,0.13,2.828042,1.30E-05,1.30E-05,0.04016,0.00092,0.00092,0.07,0.042,0.042,85.48,0.77,0.77,3.50E-05,2010,16/08/2014,105,27,27,,,,,,,2454398.627,0.00036,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-12,100.7666667,-1.2963889,15.52,,,,,1150,85,85,0.16,0.1,0.1,1.078,0.072,0.072,1.116,0.092,0.092,G2V,6.3,3.1,3.1,5675,80,80,,,
Kepler-1286 b,Confirmed,,,,,,,0.192,0.016,0.04,11.25402929,6.81E-05,6.81E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1286,280.258382,43.835766,,,14.017,13.683,13.655,1150,,,0.03,0.155,0.138,1,0.05,0.05,0.98,0.07,0.2,,,,,5753,79.2,74.56,,,
Kepler-1548 b,Confirmed,,,,,,,0.236,0.019,0.048,124.828679,0.001524,0.001524,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1548,287.471233,46.080666,,,14.057,13.735,13.7,1150,,,0.05,0.157,0.138,0.99,0.05,0.04,0.97,0.07,0.19,,,,,5706,77.25,63.43,,,
Kepler-904 b,Confirmed,,,,,,,0.158,0.021,0.053,3.02166863,8.93E-06,8.93E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-904,288.822916,40.389049,,,13.368,13.094,13.046,1151,,,0.05,0.144,0.129,1.16,0.09,0.14,1.25,0.16,0.42,,,,,6160,149.12,119.73,,,
Kepler-1262 b,Confirmed,,,,,,,0.162,0.015,0.029,8.67900242,3.79E-05,3.79E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1262,288.771814,42.213219,,,14.059,13.719,13.629,1153,,,-0.02,0.182,0.139,0.99,0.06,0.06,0.98,0.09,0.17,,,,,5771,103.42,101.71,,,
Kepler-1210 b,Confirmed,,,,,,,0.152,0.012,0.027,8.07124073,4.90E-05,4.90E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1210,292.832145,48.219357,,,14.266,13.936,13.833,1155,,,0.04,0.166,0.138,0.94,0.05,0.04,0.92,0.07,0.16,,,,,5568,91.62,67.19,,,
Kepler-1429 b,Confirmed,,,,,,,0.115,0.012,0.031,4.48487493,4.56E-05,4.56E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1429,285.366245,49.044868,,,13.775,13.508,13.404,1156,,,0.04,0.166,0.135,1.05,0.06,0.06,1.07,0.1,0.28,,,,,5902,77,68.85,,,
Kepler-488 b,Confirmed,,,,,,,1.409,0.135,0.343,3.12082923,3.80E-07,3.80E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-488,282.966173,48.34507,,,13.724,13.403,13.412,1157,,,0.03,0.172,0.139,1.07,0.07,0.07,1.09,0.1,0.27,,,,,5970,95.08,97.43,,,
Kepler-1451 b,Confirmed,,,,,,,0.299,0.059,0.055,35.622233,0.0002098,0.0002098,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1451,293.446425,40.409892,,,14.069,13.718,13.66,1159,,,0.01,0.164,0.135,1,0.07,0.07,0.99,0.1,0.18,,,,,5782,186.17,133.65,,,
Kepler-1372 b,Confirmed,,,,,,,0.113,0.012,0.039,1.31155557,5.54E-06,5.54E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1372,288.886635,44.83955,,,14.113,13.792,13.718,1161,,,0.05,0.163,0.126,0.98,0.05,0.05,0.97,0.08,0.26,,,,,5677,103.14,76.2,,,
Kepler-1413 b,Confirmed,,,,,,,0.162,0.013,0.014,13.1829642,0.0001082,0.0001082,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1413,294.341649,46.498767,,,14.821,14.385,14.224,1162,,,-0.05,0.17,0.167,0.84,0.05,0.04,0.8,0.05,0.05,,,,,5196,117.21,117.54,,,
Kepler-1128 b,Confirmed,,,,,,,0.326,0.03,0.047,61.6178167,0.0003337,0.0003337,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1128,293.063338,39.403444,,,14.383,14.012,13.896,1163,,,0.04,0.159,0.142,0.94,0.05,0.04,0.91,0.06,0.13,,,,,5543,144.99,95.27,,,
Kepler-1345 b,Confirmed,,,,,,,0.211,0.041,0.095,44.6169557,0.0003329,0.0003329,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1345,292.477965,46.022835,,,12.802,12.575,12.563,1164,,,0.04,0.168,0.129,1.32,0.14,0.22,1.55,0.3,0.69,,,,,6449,141.28,123.48,,,
